growth_rank,cluster_id,grow_cell_count,estimated_population_2025,max_opportunity_score,mean_opportunity_score,centroid_latitude,centroid_longitude,market_anchor_name,market_anchor_address,best_h3_cell,h3_cell,nearest_branch_name,nearest_branch_distance_km,coverage_gap_pct,observed_direct_competitors_within_3km,confidence_score,confidence_level,recommendation_explanation,population_data_scope,competitor_data_scope,catchment_data_scope,recommendation,cluster_priority_score,priority_tier,decision_limitations
42,GROW-147,11,17727.84,79.79,73.5,24.769525,55.786656,,,8743ae8e8ffffff,8743ae8e8ffffff,Al Ain,57.904,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,77.9,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
43,GROW-063,5,10825.3,79.63,73.76,23.65564,53.634728,,,8743a664dffffff,8743a664dffffff,Al Dhafra Branch,9.018,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,77.87,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
44,GROW-001,7,15948.39,78.7,75.87,23.415657,55.418994,,,874384a6effffff,874384a6effffff,Al Ain,92.109,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,77.85,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
45,GROW-048,3,6322.42,78.57,75.87,24.81789,55.237103,,,8743a174dffffff,8743a174dffffff,Jumeirah Park,25.078,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,77.76,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
46,GROW-138,1,3635.5,77.68,77.68,25.154136,56.247141,,,8743ac6c4ffffff,8743ac6c4ffffff,Al Taif Mall,8.728,95.64,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,77.68,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
47,GROW-103,4,9768.03,77.76,77.12,24.167183,52.582448,,,87534da5bffffff,87534da5bffffff,Al Dhafra Branch,128.208,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,77.57,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
48,GROW-037,3,6569.37,78.03,76.45,24.456963,54.840293,,,8743a14a8ffffff,8743a14a8ffffff,Al Falah,9.711,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,77.56,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
49,GROW-058,40,58735.95,78.78,73.98,23.145769,53.8051,,,8743a2c86ffffff,8743a2c86ffffff,Al Dhafra Branch,56.045,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,77.34,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
50,GROW-034,2,18818.78,78.06,75.55,25.166809,55.207829,Yinyang Connection Spa,Shop No 8 & 9 Al Ferdous 4 - Al Wasl Rd - Al Safa First - Dubai,8743a1362ffffff,8743a1362ffffff,City Walk,6.242,80.72,29,70,MEDIUM,"Strongest signals: market activity and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,77.31,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
51,GROW-132,3,5665.17,78.22,74.89,25.210831,55.735334,,,8743ac55bffffff,8743ac55bffffff,Al Jada,29.297,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,77.22,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
52,GROW-071,1,2292.3,76.93,76.93,24.112893,55.607304,,,8743a3241ffffff,8743a3241ffffff,Al Ain,13.735,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,76.93,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
53,GROW-032,1,20639.34,76.71,76.71,25.074443,55.16871,Naumi Hotel Dubai,Al Khareef 1st Street - شارع الشيخ زايد - الثنيه الأولى - Barsha Heights - دبي,8743a130effffff,8743a130effffff,Jumeirah Park,3.934,74.16,48,70,MEDIUM,"Strongest signals: market activity and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,76.71,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
54,GROW-014,1,2194.75,76.69,76.69,24.156686,54.426651,,,8743a0646ffffff,8743a0646ffffff,Mohammed Bin Zayed City,26.05,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,76.69,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
55,GROW-154,3,5393.53,77.23,75.41,24.942412,56.15889,,,8743aea45ffffff,8743aea45ffffff,Al Taif Mall,25.892,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,76.68,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
56,GROW-104,1,2192.7,76.68,76.68,24.172032,52.639428,,,8743a692dffffff,8743a692dffffff,Al Dhafra Branch,124.879,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,76.68,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
57,GROW-039,4,11887.45,77.26,75.18,24.439699,54.663981,Chiang Mai Traditional Thai Massage,Al Matar - Zayed International Airport - Abu Dhabi,8743a1590ffffff,8743a1590ffffff,Zayed International Airport,4.469,72.84,0,70,MEDIUM,"Strongest signals: market activity and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,76.64,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
58,GROW-098,2,3890.88,76.89,76.0,23.547919,53.302596,,,8743a6711ffffff,8743a6711ffffff,Al Dhafra Branch,42.04,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,76.62,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
59,GROW-140,1,2152.3,76.61,76.61,25.116096,55.964318,,,8743ac786ffffff,8743ac786ffffff,Al Taif Mall,36.352,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,76.61,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
60,GROW-121,3,5067.76,77.37,74.77,25.55709,56.20549,,,8743ac202ffffff,8743ac202ffffff,Ras Al Khaimah,35.67,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,76.59,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
61,GROW-079,7,9709.08,78.06,72.93,23.631344,55.552954,,,8743a36eaffffff,8743a36eaffffff,Al Ain,66.768,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,76.52,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
62,GROW-123,3,5613.02,76.82,75.69,25.472331,56.186181,,,8743ac2a1ffffff,8743ac2a1ffffff,Ras Al Khaimah,40.591,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,76.48,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
63,GROW-021,2,3430.4,77.17,74.56,24.864646,54.906307,,,8743a101effffff,8743a101effffff,Jumeirah Park,33.244,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,76.39,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
64,GROW-141,1,2029.63,76.33,76.33,25.084264,55.949156,,,8743ac794ffffff,8743ac794ffffff,Al Taif Mall,38.091,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,76.33,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
65,GROW-166,1,1976.05,76.17,76.17,24.134432,51.621471,,,87534c269ffffff,87534c269ffffff,Al Dhafra Branch,220.092,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,76.17,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
66,GROW-169,3,5358.97,76.12,75.64,23.969773,52.241654,,,87534d3a2ffffff,87534d3a2ffffff,Al Dhafra Branch,153.192,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.98,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
67,GROW-013,1,1897.13,75.97,75.97,24.068546,54.323054,,,8743a0602ffffff,8743a0602ffffff,Mohammed Bin Zayed City,39.816,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.97,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
68,GROW-100,1,1877.6,75.93,75.93,24.087022,52.957127,,,8743a6858ffffff,8743a6858ffffff,Al Dhafra Branch,92.361,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.93,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
69,GROW-110,2,2993.55,76.77,73.39,23.788034,52.574743,,,8743a6d2cffffff,8743a6d2cffffff,Al Dhafra Branch,117.689,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.76,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
70,GROW-155,1,1819.63,75.76,75.76,24.881913,56.169102,,,8743aea51ffffff,8743aea51ffffff,Al Taif Mall,30.828,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.76,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
71,GROW-060,2,3006.43,76.66,73.61,23.647005,53.812315,,,8743a2822ffffff,8743a2822ffffff,Al Dhafra Branch,9.692,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.74,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
72,GROW-017,1,1790.16,75.69,75.69,24.190571,53.776074,,,8743a0cceffffff,8743a0cceffffff,Al Dhafra Branch,62.866,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.69,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
73,GROW-085,5,6365.2,76.51,73.05,24.313386,54.877463,,,8743a386bffffff,8743a386bffffff,Al Falah,20.701,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.47,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
74,GROW-133,1,1710.06,75.4,75.4,25.283927,55.687295,,,8743ac56affffff,8743ac56affffff,Al Jada,21.214,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.4,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
75,GROW-159,2,3340.22,76.17,73.58,24.278338,55.6134,,,8743aec8dffffff,8743aec8dffffff,Al Ain,6.881,96.37,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.39,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
76,GROW-120,2,2812.79,76.07,73.57,25.612752,55.705871,,,8743ac171ffffff,8743ac171ffffff,Ras Al Khaimah,25.71,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.32,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
77,GROW-056,1,1638.51,75.21,75.21,22.999251,54.214398,,,8743a24e0ffffff,8743a24e0ffffff,Al Dhafra Branch,86.594,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.21,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
78,GROW-040,2,2908.22,75.49,74.23,24.679303,55.171531,,,8743a1623ffffff,8743a1623ffffff,Jumeirah Park,40.434,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.11,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
79,GROW-163,2,2818.67,75.55,73.93,24.287786,55.421426,,,8743aed82ffffff,8743aed82ffffff,Al Ain,25.673,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.06,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
80,GROW-076,5,5698.12,76.02,72.31,23.897948,55.393703,,,8743a32b4ffffff,8743a32b4ffffff,Al Ain,46.556,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.91,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
81,GROW-008,1,4983.63,74.88,74.88,24.462445,54.306336,InterContinental Abu Dhabi by IHG,King Abdullah Bin Abdulaziz Al Saud St - Al Bateen - W33 - Abu Dhabi,8743a031bffffff,8743a031bffffff,Khaleej Al Arabi,4.818,79.96,17,70,MEDIUM,"Strongest signals: market activity and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.88,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
82,GROW-158,1,1537.39,74.81,74.81,24.81202,56.201453,,,8743aeaeaffffff,8743aeaeaffffff,Al Taif Mall,36.479,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.81,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
83,GROW-142,3,3805.57,75.36,73.28,25.097304,56.023428,,,8743ac798ffffff,8743ac798ffffff,Al Taif Mall,29.855,100.0,0,70,MEDIUM,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.74,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment."
